PL VL1 VL2 VL3
13 2.1759959E9 7499679.0 1.4352439E7
13 5.7716831E14 1.80552495E18 6.1280428E18
13 3.52696728E15 8.5476041E12 1.70019992E13
13 3.6724023E12 2.00122022E9 4.05046989E9
13 4.65168859E11 123930.0 186386.2
13 5.7837827E11 130855.5 188684.3
13 1.04704008E15 8.8904253E9 4.007895E10
13 1.81972524E16 4.8821734E9 1.58286111E10
13 1.5226584E20 1.0501797E18 1.99603348E18
13 1.13097834E18 1.97738375E15 1.7847899E15
13 2.07486347E13 5.7379219E8 2.04644925E10
13 1.96682169E17 5.36456649E14 8.0790576E14
13 9.2242885E12 1.27644733E10 1.92796303E10
13 1.08424752E15 9.0406702E11 2.27338066E12
13 2.63838928E15 4.26360124E12 7.0504824E12
13 4.9044185E12 1.54083666E10 2.17637192E10
13 Nan Nan Nan
13 1.34898163E9 359769.6 865283.1
13 3.90202786E11 1.67520096E8 3.82237504E8
14 3.56229874E11 9.762768E8 1.27581043E9
14 4.31897856E8 10775.0 10784.0
14 1612.5 21.0 4368.6
14 4.0279476E7 12462.5 16985.6
14 8.6905932E12 4.6807474E10 2.10510029E10
14 1.96229376E8 6.4054569E9 1.06677135E10
14 1.05454551E11 3824761.5 1.6830612E7
14 3.02319309E10 5.5626098E11 1.9835886E12
14 Nan Nan Nan
14 3.07677644E17 1.78973993E13 4.0191092E13
14 Nan Nan Nan
14 2.79081792E8 23090.4 34725.0
14 1.21260813E9 337305.6 615800.0
14 1.05825096E8 89885.7 79617.6
14 2.0224858E22 3.272369E19 1.2363883E19
14 7.518828E9 6012500.0 2.2879688E7
14 3.46148936E12 1.9048952E8 2.4689408E8
14 3.34027674E9 1359427.1 4003020.8
14 2.73441888E8 166100.0 607000.0
14 2.44173133E9 470377.7 802992.3
14 1.6070851E11 8385509.5 1.4354569E7
14 4.3056048E8 305510.4 868078.2
14 704897.6 137359.2 498000.0
14 1.2976096E9 25056.0 30112.5
14 7.3735866E8 114015.6 417789.9
