PL VL1 VL2 VL3
4 1.14649056E8 120481.2 844500.0
4 1.0084043E7 20304.0 169897.5
4 1.38154721E11 2.93797606E9 8.0834729E9
4 4.52757914E11 1.56632992E8 1.80964272E8
4 3.22842624E10 8.3694744E7 2.50038758E9
4 1.351693E7 466181.1 9900.0
4 585313.3 27201.6 455.6
4 857.5 132.4 493.2
4 14353.2 1520.0 58.8
4 744876.0 45374.0 41342.4
4 32573.2 17.8 72.5
4 75510.0 25.3 248.4
4 2.61285744E8 308731.5 1477440.0
5 7598518.0 58882.5 337122.0
5 859643.5 48784.4 746683.5
5 10.8 19.5 7095.0
5 0.0 22190.0 93085.3
5 Nan Nan Nan
5 2.289672E7 74417.5 547501.5
5 3.38247392E8 1346996.5 6279966.0
5 1.25148508E10 1.3182128E7 1.01677178E9
5 1.1503309E7 38025.0 3.9318448E7
5 3.1496736E8 706431.6 2473377.5
5 7.1389323E16 3.9751586E10 2.38931149E9
5 2.41076879E10 137680.0 1300353.6
5 5.1577631E9 18520.0 247193.6
5 23886.8 0.0 928.8
5 7.1100885E13 1.8847928E8 1.56386931E9
5 7.5040907E10 6.7059098E9 8.7506756E10
5 16028.4 29.9 3857.6
5 1.95833648E8 55890.0 675744.6
5 524447.6 514.8 3745.6
5 2.25927008E8 235987.2 2626400.0
5 5.580896E8 990584.0 1.0533352E7
5 2968398.2 4944.1 58170.0
5 Nan Nan Nan
5 696320.0 321.3 492.0
5 2.1809186E7 144.8 21349.3
6 3.56998349E9 1.09706867E9 1.30237043E9
6 1.72052512E8 3.351353E7 7.2305016E7
6 8.576736E7 2700568.8 1.1308422E7
6 5170368.5 246791.6 701322.3
6 7.0906348E10 8.9106394E8 2.58002832E8
6 1.16854784E8 3.65770624E8 1.55277082E9
6 6.870888E10 6.4623933E9 9.6248218E9
6 5.5313147E9 7.8699325E9 1.23882193E11
6 6.5262106E8 2.4527608E8 1.28420557E9
6 1.22282296E8 3297203.2 1.4564147E7
6 4.182244E7 854630.8 3058776.0
6 5.2966296E7 785386.4 3037736.8
6 1.88312073E12 2.88757514E11 1.29340801E11
6 8.4491366E8 3.0772538E7 2.4580464E8
6 3.7537641E15 8.3636499E11 6.2036902E11
6 1.7583626E12 6.3984894E10 1.12914032E12
6 5.9488571E10 3258034.0 7829270.0
6 9.4288265E10 1.8712408E8 2.13558512E8
6 7.0627283E8 1560060.0 5130981.0
6 5.31747488E8 4450836.5 1.8407144E7
6 2.783484E7 99986.4 659304.8
6 2.35539584E9 5628454.0 1.7150008E7
6 0.0 83.2 73.0
6 3.30979584E9 1.11826968E8 1.15204454E9
6 4.9057597E9 2.2420224E8 1.30139085E9
7 5.0274267E10 5.24745504E8 10800.0
7 1.02387776E8 1112160.0 5744940.0
7 8.2842619E9 8.2687288E7 3.44975392E8
7 453548.9 3819.6 18745.0
7 6.8982791E13 2.75089955E12 1.2571126E12
7 1.47570473E10 7.9888138E9 4.70740238E11
7 3.42644857E12 1.69718678E11 1.09082395E11
7 1.5060003E7 1.3197806E7 2.16231962E9
7 9.4980526E9 4.8608416E10 4.54649709E11
7 4.2950047E9 3.6465584E7 4.42335E7
7 3218071.2 9465.6 36089.6
7 2352470.5 6766.9 25837.7
7 2.2448E7 105008.4 583751.7
7 3.96077E7 257937.5 861811.2
7 1.53587316E18 1.92790043E14 2.35120552E14
7 2.87112335E13 1.14204659E12 2.46734468E12
7 665204.4 1977.5 250.4
7 2.69912556E11 3.81390413E9 1.69653965E10
7 5.8326647E10 7.6811424E8 1.50356659E9
7 3.971969E10 4.79359808E8 1.70835123E9
7 1.36076326E9 1.9100704E7 5.919902E7
7 6.4411423E10 4.62225152E8 3.20167168E9
7 153615.0 1267.5 5200.0
7 5.398292E7 186436.8 1498746.1
7 5.6087272E7 212023.2 1542646.2
